100 10000
43 45 92
7 33 29
38 81 36
68 81 91
7 33 88
15 24 27
11 61 21
34 90 7
38 81 48
2 86 43
8 60 8
37 54 28
1 9 90
8 60 71
16 45 56
33 67 40
8 60 65
71 95 48
78 92 76
18 95 18
7 33 41
13 40 15
0 57 55
30 38 7
33 67 83
38 82 40
16 99 20
38 81 31
23 93 10
52 57 96
28 32 8
15 24 100
55 62 76
46 72 33
4 81 28
45 52 22
15 24 23
8 60 37
15 24 29
15 24 80
46 98 91
63 80 71
7 53 52
14 46 62
50 89 16
67 74 8
38 81 76
31 34 100
16 45 38
22 58 34
2 86 27
16 99 28
0 57 41
65 71 99
73 94 100
7 53 93
8 60 88
42 81 93
15 24 54
38 81 52
16 45 2
23 93 33
70 76 17
17 19 59
15 24 43
28 32 51
11 61 83
8 60 61
20 54 13
15 24 89
11 61 48
30 38 36
7 53 74
52 57 87
13 48 83
70 76 95
1 9 23
2 86 51
17 19 80
52 57 4
7 53 15
55 62 21
12 71 46
11 87 13
45 74 67
4 81 99
28 94 26
42 56 8
2 86 22
4 89 68
7 33 23
55 62 93
3 93 100
78 92 87
18 95 25
73 94 57
49 83 84
20 54 31
12 71 12
15 24 80
0 57 51
31 34 9
32 36 6
10 93 99
67 74 93
42 81 42
3 74 97
18 95 65
27 86 14
1 9 87
2 86 16
13 40 45
68 81 14
81 94 99
78 92 26
60 61 25
47 84 90
4 81 5
15 24 56
63 80 1
23 93 87
16 45 28
23 93 92
22 52 97
71 95 1
50 89 100
52 57 70
28 94 1
70 76 97
12 71 29
23 93 76
65 99 69
38 82 36
1 9 74
16 45 10
73 94 74
38 81 93
27 86 88
63 80 59
17 45 60
10 93 90
1 88 78
11 87 8
0 57 53
11 28 70
39 49 71
38 81 98
10 93 75
38 81 74
20 54 86
20 54 20
27 86 26
38 81 70
6 9 81
71 95 43
2 86 21
27 66 61
22 58 9
45 52 89
1 42 7
17 45 13
4 74 86
34 90 69
60 98 78
22 58 53
33 67 56
45 52 13
28 32 52
26 48 32
38 82 90
11 28 64
23 93 57
16 45 10
45 52 55
45 52 87
4 89 38
7 33 75
34 90 58
16 99 54
20 54 68
27 86 8
23 93 23
15 24 4
15 24 17
26 48 47
1 88 8
42 56 91
15 24 36
2 86 95
20 54 30
0 57 66
3 74 19
8 60 76
11 61 46
9 59 41
11 28 83
52 57 73
11 61 95
26 48 35
12 71 73
45 74 43
11 87 79
18 95 64
55 62 96
23 93 91
27 86 49
20 54 26
73 94 82
10 93 37
23 93 14
4 74 55
73 94 71
20 54 12
73 94 34
7 53 69
38 81 85
42 56 50
23 93 44
10 93 40
73 94 36
71 95 64
2 86 23
0 57 29
38 81 6
44 88 14
27 66 95
28 94 23
1 9 89
31 34 69
27 66 3
45 52 92
68 81 1
4 81 50
2 86 39
22 52 51
50 89 9
15 24 37
60 98 97
60 61 93
20 54 59
27 66 76
13 48 19
1 55 15
1 55 1
0 57 49
27 66 96
68 81 26
13 40 26
27 66 2
16 99 86
67 74 86
27 86 91
61 77 59
30 38 51
15 24 53
73 94 78
71 95 3
34 90 56
12 71 4
7 33 72
4 89 76
1 9 80
23 93 80
78 92 40
16 99 78
42 81 99
8 60 10
17 45 87
4 81 75
71 95 40
17 19 56
3 74 96
3 74 56
11 61 4
15 24 93
26 48 90
73 94 60
31 34 40
3 74 57
68 81 48
45 52 9
2 86 21
46 72 22
65 71 29
23 93 60
16 45 16
44 88 43
12 71 25
12 71 83
33 67 46
18 95 66
12 71 64
17 45 51
20 54 22
31 34 22
23 93 98
27 66 77
7 33 95
62 83 56
38 81 95
78 92 9
1 9 28
14 46 27
45 52 50
20 54 49
11 61 77
42 56 66
73 94 65
42 81 28
1 42 56
13 48 16
38 82 52
16 99 18
7 33 86
50 89 91
61 77 43
12 71 21
0 57 29
33 67 47
73 94 26
21 37 58
73 94 87
16 45 75
4 81 56
22 58 82
67 85 93
4 81 63
71 95 28
0 57 97
2 86 97
7 33 17
27 66 65
68 81 28
68 81 2
22 58 21
11 87 47
23 93 31
23 93 47
65 71 96
16 99 23
11 87 6
0 57 55
46 98 96
1 9 92
22 58 41
12 71 60
71 95 21
42 56 37
1 9 59
60 98 89
7 33 49
9 59 25
27 86 64
72 78 47
6 9 23
11 87 69
15 24 84
38 81 32
12 71 19
4 81 84
80 98 44
7 53 72
26 48 93
16 99 56
0 57 96
55 62 62
4 89 40
3 93 21
24 94 6
8 60 57
68 81 85
52 57 12
23 93 93
1 42 4
1 9 20
4 89 50
12 71 54
23 93 35
0 57 33
15 24 91
45 52 69
42 56 14
73 94 9
2 86 46
16 45 49
15 24 56
6 9 52
1 55 27
2 86 73
4 89 29
1 42 5
23 93 28
73 94 20
47 84 13
11 61 45
0 57 37
33 67 24
11 70 96
60 98 57
67 85 70
73 94 30
23 93 87
1 9 84
3 93 39
1 42 86
47 53 21
28 94 86
71 95 53
42 56 29
38 81 72
31 34 14
20 54 68
68 81 45
68 81 82
3 34 70
42 56 45
30 38 38
0 57 29
11 28 36
26 48 93
11 87 94
68 81 26
6 9 83
1 9 83
23 93 87
65 71 54
27 66 84
27 86 19
33 67 84
7 33 27
11 87 71
36 91 24
55 62 92
28 94 90
7 33 66
16 45 62
27 66 28
16 45 32
4 81 4
11 28 89
7 53 22
11 28 10
73 94 76
68 81 97
73 94 91
67 74 18
15 24 61
0 57 23
33 67 1
62 83 99
16 45 42
27 86 28
38 81 99
16 45 57
34 90 99
68 81 37
18 95 55
10 93 94
20 54 74
16 45 91
78 92 37
15 24 9
33 67 17
27 86 98
16 99 54
8 60 42
68 81 65
22 58 94
67 74 80
61 77 95
73 94 23
23 93 62
23 93 37
1 9 94
27 86 24
73 94 89
27 86 28
4 81 74
1 9 26
28 32 82
2 86 11
73 94 52
9 59 67
38 81 43
42 81 75
1 9 96
60 61 10
18 95 26
8 60 94
73 94 18
3 74 44
20 54 29
67 74 95
15 37 29
4 81 38
27 86 93
11 87 1
73 94 21
52 57 4
13 48 42
11 28 53
23 93 28
43 45 63
68 81 24
3 93 86
12 71 47
73 94 88
68 81 25
34 90 67
81 94 94
15 24 97
73 94 68
27 86 100
15 24 52
3 93 69
6 9 44
17 19 63
68 81 92
17 45 24
45 52 23
31 34 34
11 28 17
61 77 13
1 9 17
12 71 61
3 74 18
12 71 95
81 94 15
47 84 1
1 9 10
22 58 87
2 86 16
80 98 32
30 38 20
42 56 72
68 81 20
61 77 86
46 72 93
81 94 18
0 57 89
4 89 25
65 71 46
68 81 25
27 86 20
18 95 13
4 89 78
12 71 98
17 19 88
15 24 38
1 55 77
23 93 32
67 85 22
1 42 34
47 53 48
0 57 57
28 94 42
3 93 16
17 19 22
12 71 92
27 66 37
45 52 63
26 48 10
0 57 23
43 45 60
18 95 1
24 94 31
38 81 53
36 91 45
67 74 91
23 93 49
17 45 94
65 71 17
47 84 82
4 81 22
12 71 36
12 71 6
11 28 52
11 87 18
50 89 42
73 94 66
38 81 69
61 77 55
17 45 28
45 52 5
0 57 17
12 71 78
73 94 69
8 60 13
16 45 3
52 57 27
28 94 61
17 45 96
0 57 13
28 94 95
16 45 51
3 93 60
2 86 23
15 37 25
3 74 56
0 57 70
23 93 74
71 95 46
30 38 98
18 95 88
27 86 61
25 75 6
68 81 32
25 75 78
38 82 66
18 95 92
4 81 55
55 62 80
45 52 55
4 81 6
38 81 94
27 86 11
15 24 65
23 93 83
12 71 87
52 57 33
38 81 83
27 86 98
1 55 77
23 93 59
71 95 80
14 46 20
27 86 87
23 93 78
12 71 94
61 77 54
0 57 87
28 94 81
63 80 83
68 81 84
11 87 48
17 45 91
16 45 86
8 60 66
33 67 85
45 52 33
47 53 4
23 93 14
73 94 23
9 59 99
67 85 29
0 57 26
3 74 83
45 52 64
15 24 93
31 34 76
15 24 21
50 89 47
43 45 75
11 61 7
43 45 65
43 45 98
67 85 25
23 93 74
2 86 91
65 99 6
51 75 51
11 87 17
23 93 50
67 74 34
52 57 62
23 93 20
7 33 3
4 81 21
44 88 2
55 62 65
34 90 45
27 86 61
32 36 20
